name,category,price,measure,madori,hikiwatashi,kanseijiki,floor,building,adress,nearest_line,nearest_station,walk_time,url
上馬フラワーホーム 8700万円（3LDK）,中古マンション,8700,124.91,3LDK,相談,1970年11月,7,RC8階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70827170/
岡本レジデンス 8780万円（2LDK）,中古マンション,8780,88.5,2LDK,相談,2007年11月,2,RC5階建,東京都世田谷区岡本２,東急田園都市線,用賀,21,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97700215/
ペアパレス桜新町楠館 8790万円（4LDK）,中古マンション,8790,97.05,4LDK,相談,1983年2月,3,RC5階建,東京都世田谷区弦巻４,東急田園都市線,桜新町,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71701864/
クラッシィハウス下馬 8880万円（3LDK）,中古マンション,8880,77.35,3LDK,相談,2007年9月,2,RC5階地下2階建,東京都世田谷区下馬４,東急東横線,祐天寺,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71438045/
アトラス二子玉川園 8980万円（3LDK）,中古マンション,8980,63.81,3LDK,相談,1996年12月,3,RC5階建,東京都世田谷区玉川２,東急田園都市線,二子玉川,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70626117/
プレシス三軒茶屋 8980万円（2LDK）,中古マンション,8980,66.28,2LDK,相談,2018年11月,5,RC5階地下1階建,東京都世田谷区下馬３,東急田園都市線,三軒茶屋,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97648638/
～庭園のあるマンションに住まう～ザ・レジデンス千歳船橋グランエアレジデンス 8980万円（3LDK）,中古マンション,8980,85.59,3LDK,相談,2011年2月,1,RC10階建,東京都世田谷区船橋２,小田急線,千歳船橋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98118903/
イースタンホームズ若林 9000万円（3LDK）,中古マンション,9000,112.84,3LDK,相談,1982年12月,4,RC5階地下1階建,東京都世田谷区若林４,東急田園都市線,三軒茶屋,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71581041/
Ｄ’グランセ世田谷砧 9000万円（3LDK）,中古マンション,9000,94.16,3LDK,相談,2005年8月,2,RC5階建,東京都世田谷区砧５,小田急線,祖師ヶ谷大蔵,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71618037/
セボン池尻大橋 9080万円（3LDK）,中古マンション,9080,82.55,3LDK,相談,2002年7月,1,RC3階建,東京都世田谷区池尻３,東急田園都市線,池尻大橋,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71629874/
東京テラスＩ棟 9280万円（3LDK）,中古マンション,9280,80,3LDK,相談,2005年10月,11,RC14階建,東京都世田谷区千歳台６,京王線,千歳烏山,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71536698/
プラウド世田谷桜丘 9480万円（3LDK）,中古マンション,9480,88.01,3LDK,相談,2007年1月,1,RC4階地下1階建,東京都世田谷区桜丘１,小田急線,経堂,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71386344/
オープンレジデンシア用賀 9480万円（2LDK）,中古マンション,9480,66.14,2LDK,相談,2016年4月,5,RC5階地下1階建,東京都世田谷区用賀２,東急田園都市線,用賀,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71185072/
シティハウス二子玉川 9740万円（3LDK）,中古マンション,9740,70.91,3LDK,相談,2015年3月,1,RC5階地下1階建,東京都世田谷区玉川２,東急田園都市線,二子玉川,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71224230/
プラウド桜新町 9880万円（3LDK）,中古マンション,9880,75.82,3LDK,相談,2016年12月,2,RC8階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71629833/
シティハウス学芸大学 9970万円（2LDK）,中古マンション,9970,66.18,2LDK,相談,2004年6月,4,RC7階建,東京都世田谷区下馬６-19-4,東急東横線,学芸大学,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70390798/
駒沢公園ヒルズ 9980万円（2LDK+S（納戸））,中古マンション,9980,93.3,2LDK+S（納戸）,相談,1997年3月,1,RC4階建,東京都世田谷区駒沢５,東急田園都市線,駒沢大学,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70613273/
コスモリヴェール世田谷弦巻II 9980万円（3LDK）,中古マンション,9980,150.02,3LDK,相談,1989年6月,1,RC3階地下1階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71494355/
ラグシスヒルズ三軒茶屋 9990万円（3LDK）,中古マンション,9990,68.05,3LDK,相談,2018年10月,3,RC3階地下1階建,東京都世田谷区三宿２,東急田園都市線,池尻大橋,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71495432/
喜多見城和ハイツ 1350万円（1DK）,中古マンション,1350,32.4,1DK,即引渡可,1977年8月,5,RC5階地下1階建,東京都世田谷区喜多見９,小田急線,喜多見,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71433425/
バス停徒歩１分 空家 即入居可能 エアコン１台付～ワコー第７大蔵マンション～ 1780万円（1LDK）,中古マンション,1780,36.45,1LDK,即引渡可,1974年10月,1,RC5階建,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70940939/
砧プリンスマンション 1790万円（1LDK）,中古マンション,1790,35.33,1LDK,即引渡可,1976年8月,1,RC4階建,東京都世田谷区砧３-28-16,小田急線,祖師ヶ谷大蔵,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71378112/
上北沢第１コーポラス 2080万円（1LDK）,中古マンション,2080,39.96,1LDK,即引渡可,1969年7月,3,鉄骨8階建,東京都世田谷区上北沢４,京王線,八幡山,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70590070/
グリーンマンション駒沢 2080万円（ワンルーム）,中古マンション,2080,26.09,ワンルーム,相談,1978年5月,3,SRC10階建,東京都世田谷区駒沢２-16-4,東急田園都市線,駒沢大学,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71654046/
桜丘フラワーホーム 2199万円（1LDK）,中古マンション,2199,45.7,1LDK,即引渡可,1973年6月,2,RC4階建,東京都世田谷区桜丘４,小田急線,千歳船橋,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591444/
キャッスル世田谷 2480万円（1DK）,中古マンション,2480,30.24,1DK,即引渡可,1970年5月,4,SRC7階建,東京都世田谷区下馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71568399/
祐天寺コーポラス 2780万円（1LDK+S（納戸））,中古マンション,2780,48.8,1LDK+S（納戸）,即引渡可,1967年9月,4,鉄骨5階建,東京都世田谷区下馬４-29-5,東急東横線,祐天寺,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71514567/
三軒茶屋ターミナルビル 2780万円（2LDK）,中古マンション,2780,54.92,2LDK,相談,1965年9月,5,SRC10階建,東京都世田谷区三軒茶屋１,東急田園都市線,三軒茶屋,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71674016/
シャンボール上北沢 2799万円（1LDK）,中古マンション,2799,40.5,1LDK,即引渡可,1970年10月,3,RC8階建,東京都世田谷区上北沢４,京王線,上北沢,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591950/
野沢サマリヤマンション 2980万円（2LDK）,中古マンション,2980,48.6,2LDK,相談,1972年7月,11,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71640420/
スカイコート明大前第2 2998万円（1LDK）,中古マンション,2998,30.74,1LDK,相談,1988年12月,9,SRC11階建,東京都世田谷区松原１-54-8,京王線,明大前,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71635041/
ハイツ池ノ上 3180万円（2LDK）,中古マンション,3180,50.44,2LDK,即引渡可,1965年11月,4,SRC7階地下1階建,東京都世田谷区代沢１-27-1,京王井の頭線,池ノ上,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71646861/
シャンボール弦巻 3180万円（1LDK）,中古マンション,3180,35.37,1LDK,相談,1977年10月,2,RC5階建,東京都世田谷区弦巻２-9-5,東急世田谷線,世田谷,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71198102/
ワコー若林 3180万円（1LDK）,中古マンション,3180,33.86,1LDK,即引渡可,1981年8月,4,RC5階地下1階建,東京都世田谷区若林１,東急田園都市線,三軒茶屋,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71577674/
若林ハイホームB棟 3180万円（2LDK）,中古マンション,3180,49,2LDK,相談,1967年11月,3,RC3階建,東京都世田谷区若林３-15-3,東急世田谷線,松陰神社前,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71566912/
上北沢第二コーポラス 3180万円（2LDK）,中古マンション,3180,50.22,2LDK,相談,1971年1月,3,SRC8階建,東京都世田谷区上北沢４,京王線,八幡山,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591949/
パラスト芦花公園 3199万円（1LDK）,中古マンション,3199,41.67,1LDK,即引渡可,1977年7月,3,SRC8階建,東京都世田谷区粕谷２-18-20,京王線,八幡山,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71607551/
パラスト明大前 3280万円（2LDK）,中古マンション,3280,42.51,2LDK,即引渡可,1976年3月,7,SRC10階建,東京都世田谷区松原１-45-7,京王線,明大前,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71612777/
秀和祐天寺レジデンス 3290万円（1DK）,中古マンション,3290,42.47,1DK,即引渡可,1969年10月,1,RC8階建,東京都世田谷区下馬５-34-26,東急東横線,祐天寺,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71687461/
グランジュール明大前 3380万円（1LDK）,中古マンション,3380,37.27,1LDK,相談,2009年6月,1,RC4階建,東京都世田谷区松原３-23－26,京王線,明大前,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71734696/
駅徒歩4分【家具付・フルリフォーム済】メゾン上野毛 3399万円（2LDK）,中古マンション,3399,54.85,2LDK,即引渡可,1969年4月,3,SRC8階建,東京都世田谷区上野毛１,東急大井町線,上野毛,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71001544/
給田南住宅2号棟 3480万円（3DK）,中古マンション,3480,64.93,3DK,相談,1971年6月,1,RC7階建,東京都世田谷区給田２,京王線,千歳烏山,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71200642/
京王瀬田マンション 3499万円（1LDK）,中古マンション,3499,44.76,1LDK,即引渡可,1978年8月,5,RC6階建,東京都世田谷区瀬田２,東急田園都市線,用賀,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71168245/
上北沢ヒミコマンション 3580万円（2LDK+S（納戸））,中古マンション,3580,56.16,2LDK+S（納戸）,即引渡可,1979年4月,3,RC4階建,東京都世田谷区上北沢５-40-12,京王線,八幡山,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71646858/
上北沢ヒミコマンション 3580万円（2LDK+S（納戸））,中古マンション,3580,56.16,2LDK+S（納戸）,即引渡可,1979年4月,3,RC4階建,東京都世田谷区上北沢５,京王線,八幡山,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71653657/
太子堂グリーンハイツ 3780万円（2LDK）,中古マンション,3780,43.08,2LDK,相談,1981年11月,1,RC3階建,東京都世田谷区太子堂３,東急田園都市線,三軒茶屋,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71035461/
太子堂グリーンハイツ 3780万円（2LDK）,中古マンション,3780,43.08,2LDK,相談,1981年11月,1,RC3階建,東京都世田谷区太子堂３,東急田園都市線,三軒茶屋,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71578584/
キャッスル世田谷 3890万円（2LDK）,中古マンション,3890,39.4,2LDK,相談,1970年5月,4,SRC7階建,東京都世田谷区下馬２,東急田園都市線,三軒茶屋,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70330116/
東京グランドコープス 3899万円（2LDK）,中古マンション,3899,63.72,2LDK,即引渡可,1975年10月,2,RC3階建,東京都世田谷区桜上水２,小田急線,経堂,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71188290/
朝日ラ・パリオ等々力台 3980万円（1LDK）,中古マンション,3980,39.38,1LDK,即引渡可,1997年1月,2,SRC9階地下1階建,東京都世田谷区等々力３-21-19,東急大井町線,等々力,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71657790/
リレント三軒茶屋 3980万円（1LDK）,中古マンション,3980,38.67,1LDK,相談,1984年6月,4,SRC8階建,東京都世田谷区三軒茶屋２-19-11,東急世田谷線,西太子堂,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71625039/
ライオンズマンション上野毛A棟 3980万円（2LDK）,中古マンション,3980,60.96,2LDK,相談,1978年2月,5,SRC9階建,東京都世田谷区上野毛４-35-12,東急大井町線,上野毛,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70905105/
上馬ハイホーム 3980万円（2LDK）,中古マンション,3980,54.86,2LDK,即引渡可,1969年5月,12,SRC14階建,東京都世田谷区上馬２,東急田園都市線,駒沢大学,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71709416/
朝日ラ・パリオ等々力台 3980万円（1LDK）,中古マンション,3980,39.38,1LDK,相談,1997年1月,2,SRC9階地下1階建,東京都世田谷区等々力３,東急大井町線,等々力,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71657130/
ライオンズマンション三軒茶屋 3990万円（2DK）,中古マンション,3990,55,2DK,相談,1973年9月,4,RC8階建,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70831750/
グリーンキャピタル三軒茶屋 3999万円（2LDK）,中古マンション,3999,47.84,2LDK,即引渡可,1976年9月,4,RC6階建,東京都世田谷区三軒茶屋２,東急世田谷線,三軒茶屋,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71515115/
メゾン上野毛 3999万円（2LDK）,中古マンション,3999,56.59,2LDK,相談,1969年4月,5,SRC8階建,東京都世田谷区上野毛１-19-1,東急大井町線,上野毛,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71683543/
ペナテス玉川 4099万円（3LDK）,中古マンション,4099,67.39,3LDK,即引渡可,1975年4月,3,RC4階建,東京都世田谷区中町２,東急大井町線,等々力,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70865653/
ラグジュアリーアパートメント若林ＣＱ 4180万円（1LDK）,中古マンション,4180,40.18,1LDK,即引渡可,2006年1月,3,RC4階建,東京都世田谷区若林５,東急世田谷線,若林,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591953/
マンション第一明大前 4199万円（2LDK）,中古マンション,4199,55.22,2LDK,即引渡可,1973年12月,4,SRC13階建,東京都世田谷区松原２,京王線,明大前,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70885878/
グラーサ上用賀 4290万円（1LDK）,中古マンション,4290,37.03,1LDK,即引渡可,2003年8月,1,RC6階建,東京都世田谷区上用賀３,東急田園都市線,用賀,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71326010/
グラーサ上用賀 4290万円（1LDK）,中古マンション,4290,37.03,1LDK,相談,2003年8月,1,RC6階建,東京都世田谷区上用賀３,東急田園都市線,用賀,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591952/
弦巻リハイム 4480万円（2LDK）,中古マンション,4480,55.89,2LDK,相談,1974年3月,9,SRC10階建,東京都世田谷区弦巻５-6-16,東急田園都市線,桜新町,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71704765/
ハイネス明大前 4480万円（2LDK）,中古マンション,4480,47.43,2LDK,即引渡可,1982年7月,9,SRC9階建一部RC,東京都世田谷区松原２-４３－７,京王井の頭線,明大前,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71448185/
ウエスト経堂マンション 4480万円（1LDK）,中古マンション,4480,46.4,1LDK,相談,1973年12月,5,SRC9階建一部RC,東京都世田谷区赤堤３,小田急線,経堂,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71527724/
グランドメゾン駒沢 4580万円（3LDK）,中古マンション,4580,55.61,3LDK,即引渡可,1980年2月,5,SRC10階建,東京都世田谷区駒沢２,東急田園都市線,駒沢大学,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70611059/
第２芦花公園ヒミコセラン 4980万円（4LDK）,中古マンション,4980,94.16,4LDK,即引渡可,1980年4月,4,RC4階建,東京都世田谷区粕谷１,京王線,八幡山,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71700440/
柿の木坂パレス 4980万円（1LDK）,中古マンション,4980,49.5,1LDK,相談,1972年3月,12,SRC13階建,東京都世田谷区野沢３,東急東横線,学芸大学,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71662482/
ハウス下高井戸 4999万円（2LDK+S（納戸））,中古マンション,4999,51.06,2LDK+S（納戸）,即引渡可,1978年9月,5,RC5階建,東京都世田谷区赤堤５,東急世田谷線,下高井戸,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70876652/
日商岩井自由が丘マンション 5480万円（1LDK）,中古マンション,5480,45.22,1LDK,相談,1971年3月,5,RC8階地下1階建,東京都世田谷区奥沢２,東急東横線,自由が丘,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71169916/
マイネシュロッス経堂 5480万円（2LDK+S（納戸））,中古マンション,5480,86.16,2LDK+S（納戸）,相談,1998年7月,1,RC3階建,東京都世田谷区経堂５,小田急線,経堂,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71736153/
パルミナード尾山台　弐番館 5580万円（3LDK）,中古マンション,5580,62.35,3LDK,即引渡可,1995年3月,4,RC5階建,東京都世田谷区玉堤２,東急大井町線,尾山台,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71640417/
パルミナード尾山台弐番館　4階 5580万円（3LDK）,中古マンション,5580,62.35,3LDK,即引渡可,1995年3月,4,RC5階建,東京都世田谷区玉堤２,東急大井町線,尾山台,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71522472/
経堂スカイマンション 5598万円（3LDK+S（納戸））,中古マンション,5598,88,3LDK+S（納戸）,相談,1975年3月,3,RC6階建,東京都世田谷区赤堤１,小田急線,経堂,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71721661/
経堂スカイマンション 5598万円（3LDK+S（納戸））,中古マンション,5598,88,3LDK+S（納戸）,即引渡可,1975年3月,3,RC6階建,東京都世田谷区赤堤１,小田急線,経堂,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70865652/
マイキャッスル弦巻 5880万円（2LDK+S（納戸））,中古マンション,5880,60.32,2LDK+S（納戸）,相談,1994年8月,3,RC5階建,東京都世田谷区弦巻３,東急田園都市線,桜新町,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71541273/
ホームズ学芸大学 5980万円（2LDK）,中古マンション,5980,44.58,2LDK,相談,2002年10月,4,RC7階建,東京都世田谷区下馬６,東急東横線,学芸大学,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71721663/
藤和砧公園ホームズ 5990万円（3LDK）,中古マンション,5990,62.36,3LDK,即引渡可,1998年2月,3,SRC10階建,東京都世田谷区砧１,小田急線,祖師ヶ谷大蔵,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71691434/
藤和砧公園ホームズ 6090万円（3LDK）,中古マンション,6090,62.36,3LDK,即引渡可,1998年2月,3,SRC10階建,東京都世田谷区砧１,小田急線,祖師ヶ谷大蔵,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71487039/
ライオンズマンション豪徳寺第2 6090万円（2LDK+S（納戸））,中古マンション,6090,61.2,2LDK+S（納戸）,相談,1986年5月,4,RC5階地下1階建,東京都世田谷区赤堤２,小田急線,豪徳寺,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71691490/
セザール用賀 6150万円（2LDK）,中古マンション,6150,50.88,2LDK,相談,1995年2月,3,RC6階建,東京都世田谷区用賀２,東急田園都市線,用賀,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71700437/
センターハイツ梅ヶ丘 6190万円（2LDK）,中古マンション,6190,61.6,2LDK,相談,1986年7月,2,SRC7階建,東京都世田谷区若林５,東急世田谷線,若林,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71402128/
ランドステージ世田谷ガーデンズ 6280万円（3LDK）,中古マンション,6280,69.6,3LDK,相談,2005年3月,3,RC4階地下1階建,東京都世田谷区世田谷１,東急世田谷線,松陰神社前,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71491121/
玉川スカイハイツ 6299万円（2LDK+S（納戸））,中古マンション,6299,61.16,2LDK+S（納戸）,即引渡可,1978年1月,3,RC5階建,東京都世田谷区玉川４,東急田園都市線,二子玉川,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71693410/
メゾンモンティチェロ弦巻 6380万円（3LDK）,中古マンション,6380,72.64,3LDK,即引渡可,1997年7月,3,RC5階地下1階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70294333/
オープンレジデンス学芸大学 6490万円（2LDK）,中古マンション,6490,61.27,2LDK,即引渡可,2013年6月,1,RC3階地下1階建,東京都世田谷区下馬６,東急東横線,学芸大学,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71302982/
グランドメゾン野沢 6490万円（2LDK+S（納戸））,中古マンション,6490,62.87,2LDK+S（納戸）,即引渡可,1985年4月,3,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71673134/
グランドメゾン野沢 6490万円（2LDK）,中古マンション,6490,62.87,2LDK,即引渡可,1985年4月,3,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71657779/
グランドメゾン野沢 6490万円（2LDK+S（納戸））,中古マンション,6490,62.87,2LDK+S（納戸）,相談,1985年4月,3,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71700439/
グランドメゾン野沢 6490万円（2LDK）,中古マンション,6490,62.87,2LDK,即引渡可,1985年4月,3,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71664050/
グランドメゾン野沢 6490万円（2LDK）,中古マンション,6490,62.87,2LDK,相談,1985年4月,3,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71677166/
ブリシア二子玉川II 6580万円（3LDK+S（納戸））,中古マンション,6580,66.06,3LDK+S（納戸）,即引渡可,2017年9月,4,RC5階建,東京都世田谷区鎌田２-１３－３,東急田園都市線,二子玉川,22,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71586911/
柿の木坂パレス 6680万円（1LDK）,中古マンション,6680,71.92,1LDK,即引渡可,1972年3月,13,SRC13階建,東京都世田谷区野沢３,東急東横線,学芸大学,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70371279/
柿の木坂パレス 6680万円（1LDK）,中古マンション,6680,71.92,1LDK,相談,1972年3月,13,SRC13階建,東京都世田谷区野沢３,東急東横線,学芸大学,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70318899/
グランクレスト上祖師谷 6690万円（3LDK+S（納戸））,中古マンション,6690,66.72,3LDK+S（納戸）,相談,1995年1月,5,RC5階建,東京都世田谷区上祖師谷５-21－14,京王線,仙川,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71731536/
マイキャッスル用賀ヒルズ 6698万円（2LDK）,中古マンション,6698,62.74,2LDK,即引渡可,1999年9月,4,RC5階建,東京都世田谷区用賀３,東急田園都市線,用賀,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71480188/
マイキャッスル用賀ヒルズ 6698万円（2LDK）,中古マンション,6698,62.74,2LDK,相談,1999年9月,4,RC4階建,東京都世田谷区用賀３,東急田園都市線,用賀,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71640418/
【価格改定】東京テラス　12階　日照通風眺望良好で世田谷区を代表するマンションです！ 6780万円（3LDK）,中古マンション,6780,78,3LDK,即引渡可,2005年10月,12,RC14階地下1階建一部鉄骨,東京都世田谷区千歳台６,京王線,千歳烏山,20,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70799209/
ライオンズマンション豪徳寺第2 6790万円（2LDK+S（納戸））,中古マンション,6790,74.16,2LDK+S（納戸）,相談,1986年5月,1,RC5階地下1階建,東京都世田谷区赤堤２,小田急線,豪徳寺,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71691259/
ブランディア用賀 6890万円（2LDK）,中古マンション,6890,58.91,2LDK,即引渡可,2011年7月,2,RC4階建,東京都世田谷区玉川台２,東急田園都市線,用賀,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97231774/
菱和パレス駒沢大学駅前 6980万円（2LDK）,中古マンション,6980,50,2LDK,即引渡可,2000年8月,7,RC10階建,東京都世田谷区上馬３,東急田園都市線,駒沢大学,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71397554/
菱和パレス駒沢大学駅前 6980万円（2LDK）,中古マンション,6980,50,2LDK,相談,2000年8月,7,RC10階建,東京都世田谷区上馬３,東急田園都市線,駒沢大学,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71640419/
ディアナコート下北沢 6990万円（2LDK）,中古マンション,6990,60.5,2LDK,即引渡可,1999年3月,1,RC5階建,東京都世田谷区代沢４,小田急線,世田谷代田,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71721662/
オープンレジデンシア池尻大橋 7099万円（1LDK）,中古マンション,7099,50.39,1LDK,相談,2016年8月,13,RC14階建,東京都世田谷区池尻３,東急田園都市線,池尻大橋,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71393981/
日神パレステージ三軒茶屋II 7299万円（3LDK）,中古マンション,7299,82.85,3LDK,即引渡可,1999年6月,12,RC14階地下1階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71686425/
日神パレステージ三軒茶屋2 7299万円（3LDK）,中古マンション,7299,82.85,3LDK,即引渡可,1999年6月,12,SRC14階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71480476/
ザ・パークハウス千歳烏山グローリオ サザンコート 7480万円（2LDK）,中古マンション,7480,60.1,2LDK,相談,2016年1月,4,RC8階地下1階建,東京都世田谷区南烏山５-5－7,京王線,千歳烏山,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71683494/
