name,category,price,measure,madori,hikiwatashi,kanseijiki,floor,building,adress,nearest_line,nearest_station,walk_time,url,latitude,longitude
シティライブ池ノ上 6580万円（2LDK）,中古マンション,6580,58.53,2LDK,相談,1996年2月,2.0,RC6階地下1階建,東京都世田谷区池尻４,京王井の頭線,池ノ上,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71499472/,35.6539013,139.679014
ユニーブル三軒茶屋 6680万円（2LDK）,中古マンション,6680,53.67,2LDK,即引渡可,1985年10月,5.0,SRC10階建,東京都世田谷区三軒茶屋２-54-8,東急世田谷線,三軒茶屋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71551039/,35.6429429,139.6625477
東急ドエルアルス池尻 6680万円（2LDK）,中古マンション,6680,56.43,2LDK,相談,1991年3月,1.0,RC5階建,東京都世田谷区池尻２,東急田園都市線,池尻大橋,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71038295/,35.6480431,139.6815661
ユニーブル三軒茶屋 6680万円（2LDK）,中古マンション,6680,53.67,2LDK,相談,1985年10月,5.0,SRC10階建,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70645022/,35.6413753,139.6649795
マイキャッスル用賀ヒルズ 6698万円（2LDK）,中古マンション,6698,62.74,2LDK,即引渡可,1999年9月,4.0,RC5階建,東京都世田谷区用賀３-17-17,東急田園都市線,用賀,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71518581/,35.6295548,139.6356852
マイキャッスル用賀ヒルズ 6698万円（2LDK）,中古マンション,6698,62.74,2LDK,即引渡可,1999年9月,4.0,RC5階建,東京都世田谷区用賀３,東急田園都市線,用賀,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70581658/,35.6300878,139.6369204
【池ノ上駅】シティライブ池ノ上 6699万円（3LDK）,中古マンション,6699,58.53,3LDK,即引渡可,1996年2月,4.0,RC6階地下1階建,東京都世田谷区池尻４-34-6,京王井の頭線,池ノ上,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71485200/,35.6543976,139.6749867
シティライブ池ノ上 6699万円（3LDK）,中古マンション,6699,58.53,3LDK,即引渡可,1996年2月,4.0,RC6階建,東京都世田谷区池尻４,京王井の頭線,池ノ上,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71518002/,35.6539013,139.679014
ファインスクェア世田谷若林 6880万円（2LDK）,中古マンション,6880,55.11,2LDK,相談,2017年9月,1.0,RC3階建,東京都世田谷区若林３,東急世田谷線,松陰神社前,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71185798/,35.6442293,139.659239
菱和パレス駒沢大学駅前 6980万円（2LDK）,中古マンション,6980,50.0,2LDK,即引渡可,2000年8月,7.0,RC10階建,東京都世田谷区上馬３-14-9,東急田園都市線,駒沢大学,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71466529/,35.6339904,139.6628865
菱和パレス駒沢大学駅前 6980万円（2LDK）,中古マンション,6980,50.0,2LDK,相談,2000年8月,7.0,RC10階建,東京都世田谷区上馬３,東急田園都市線,駒沢大学,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71340637/,35.6339784,139.6637038
メイツ桜新町 6980万円（2LDK）,中古マンション,6980,65.68,2LDK,即引渡可,1978年1月,3.0,RC5階建,東京都世田谷区桜新町２,東急田園都市線,桜新町,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71641953/,35.6321404,139.6420211
プラティーク三軒茶屋 6780万円（2LDK）,中古マンション,6780,56.16,2LDK,2023年3月予定,2003年6月,13.0,SRC14階建,東京都世田谷区三軒茶屋１,東急田園都市線,三軒茶屋,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70886096/,35.640498,139.6713584
レ・ジェイド世田谷砧 6980万円（3LDK）,中古マンション,6980,73.06,3LDK,相談,2016年7月,2.0,RC5階建,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71363538/,35.6363926,139.6126983
プラウド世田谷砧 6980万円（2LDK）,中古マンション,6980,58.3,2LDK,相談,2020年2月,3.0,RC6階建,東京都世田谷区砧５,小田急線,祖師ヶ谷大蔵,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70897581/,35.6371457,139.6088747
世田谷桜丘シティハウス 6980万円（3LDK）,中古マンション,6980,70.67,3LDK,相談,1996年2月,1.0,RC5階地下1階建,東京都世田谷区桜丘２,小田急線,千歳船橋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71253329/,35.6448468,139.6279953
ヴェレーナ祐天寺 6980万円（2LDK）,中古マンション,6980,53.5,2LDK,相談,2016年5月,1.0,RC5階建,東京都世田谷区下馬４,東急東横線,祐天寺,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71301773/,35.635543,139.679014
ディアナコート下北沢 6990万円（2LDK）,中古マンション,6990,60.5,2LDK,相談,2001年4月,1.0,RC5階建,東京都世田谷区代沢４,京王井の頭線,下北沢,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71515065/,35.6527263,139.667531
グランドステージ三宿 6998万円（2LDK）,中古マンション,6998,56.24,2LDK,相談,1996年3月,5.0,SRC13階建,東京都世田谷区三宿１,東急田園都市線,三軒茶屋,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71633974/,35.6489207,139.6751861
セボン世田谷桜 7180万円（2LDK+S（納戸））,中古マンション,7180,81.63,2LDK+S（納戸）,相談,2003年11月,1.0,鉄骨3階建,東京都世田谷区桜３,東急田園都市線,桜新町,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71252569/,35.6406077,139.6388331
セボン世田谷桜 7180万円（3LDK）,中古マンション,7180,81.63,3LDK,相談,2003年11月,1.0,鉄骨3階建,東京都世田谷区桜３,東急田園都市線,桜新町,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71387692/,35.6406077,139.6388331
成城南フラッツ 7180万円（3LDK）,中古マンション,7180,83.8,3LDK,即引渡可,1983年9月,9.0,RC9階建,東京都世田谷区成城１,小田急線,成城学園前,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71483722/,35.6345783,139.6025025
東京テラスＤ棟 7280万円（2LDK）,中古マンション,7280,75.14,2LDK,相談,2005年10月,11.0,RC14階地下1階建,東京都世田谷区千歳台６,京王線,千歳烏山,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71624358/,35.657271,139.6076002
世田谷上町ハイム 7280万円（3LDK）,中古マンション,7280,70.53,3LDK,相談,1996年3月,3.0,RC6階地下1階建,東京都世田谷区世田谷２,東急世田谷線,上町,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71522412/,35.6418304,139.6432963
日神パレステージ三軒茶屋II 7299万円（3LDK）,中古マンション,7299,82.85,3LDK,相談,1999年6月,12.0,SRC14階地下1階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98330580/,35.6379334,139.6649795
日神パレステージ三軒茶屋II 7299万円（3LDK）,中古マンション,7299,82.85,3LDK,即引渡可,1999年6月,12.0,SRC14階地下1階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97805884/,35.6379334,139.6649795
パークハウス砧レジデンス 7380万円（3LDK）,中古マンション,7380,70.06,3LDK,相談,2010年2月,2.0,RC4階建,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71302186/,35.6363926,139.6126983
ライオンズマンション経堂第２ 7498万円（3LDK）,中古マンション,7498,87.88,3LDK,相談,1973年8月,5.0,RC7階建,東京都世田谷区宮坂３,小田急線,経堂,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70976335/,35.6548078,139.6356453
アールブラン玉川岡本レジデンス 7580万円（3LDK）,中古マンション,7580,79.22,3LDK,2023年10月予定,2014年2月,2.0,RC4階地下1階建,東京都世田谷区岡本２,東急田園都市線,二子玉川,20,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71072233/,35.6217556,139.6190716
ライオンズガーデン馬事公苑 7580万円（2LDK）,中古マンション,7580,64.39,2LDK,相談,1995年2月,4.0,RC7階建,東京都世田谷区上用賀１,東急田園都市線,用賀,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71150120/,35.6330159,139.6356453
ヴェレーナ祐天寺 7598万円（3LDK）,中古マンション,7598,60.56,3LDK,即引渡可,2016年5月,1.0,RC5階建,東京都世田谷区下馬４-24-15,東急東横線,祐天寺,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71155411/,35.63691500000001,139.6814465
ザ・レジデンス千歳船橋 ノーブルエアレジデンス 7680万円（2LDK）,中古マンション,7680,68.93,2LDK,相談,2011年1月,6.0,RC9階建,東京都世田谷区船橋１,小田急線,千歳船橋,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71472419/,35.6494773,139.6209837
上北沢コートテラス 7780万円（3LDK）,中古マンション,7780,76.17,3LDK,即引渡可,2002年3月,2.0,RC3階建,東京都世田谷区上北沢３,京王線,桜上水,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71319393/,35.6673867,139.6241707
メイツ桜新町 6780万円（2LDK）,中古マンション,6780,65.68,2LDK,即引渡可,1978年1月,3.0,RC5階建,東京都世田谷区桜新町２,東急田園都市線,桜新町,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71734695/,35.6321404,139.6420211
二子玉川ライズ　タワー＆レジデンス　タワーウエスト 7800万円（1LDK）,中古マンション,7800,43.62,1LDK,2023年5月予定,2010年5月,22.0,RC28階地下1階建,東京都世田谷区玉川１,東急田園都市線,二子玉川,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71233193/,35.6091664,139.6305452
セボンガーデン奥沢 7880万円（3LDK）,中古マンション,7880,92.57,3LDK,相談,2001年1月,1.0,RC2階地下1階建,東京都世田谷区奥沢１,東急目黒線,奥沢,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71614050/,35.60091600000001,139.6771
ピアースコード等々力 7880万円（2LDK）,中古マンション,7880,66.89,2LDK,相談,2007年5月,9.0,RC15階地下1階建,東京都世田谷区等々力７,東急大井町線,尾山台,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71686942/,35.6148365,139.6560501
◇◆弦巻フラット◆◇ 7980万円（1LDK）,中古マンション,7980,72.33,1LDK,相談,2010年10月,2.0,RC3階建,東京都世田谷区弦巻４,東急田園都市線,桜新町,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70640748/,35.6347517,139.6413835
上野毛パーク・ホームズ　アダージオ 7980万円（3LDK+S（納戸））,中古マンション,7980,63.33,3LDK+S（納戸）,即引渡可,2000年8月,5.0,RC・鉄骨造8階地下1階建,東京都世田谷区上野毛１-31-1,東急大井町線,上野毛,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71561535/,35.6147413,139.6392316
上北沢コートテラス 7980万円（3LDK）,中古マンション,7980,89.83,3LDK,即引渡可,2002年3月,1.0,RC3階地下1階建,東京都世田谷区上北沢３-4-1,京王線,上北沢,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71717014/,35.665696,139.625844
蘆花公園ザ・レジデンス フォレストコート 7980万円（3LDK+S（納戸））,中古マンション,7980,78.04,3LDK+S（納戸）,2023年3月予定,2018年1月,1.0,RC9階建,東京都世田谷区粕谷２,京王線,芦花公園,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71119683/,35.664544,139.6114238
ハウス世田谷松原 7980万円（3LDK）,中古マンション,7980,68.56,3LDK,即引渡可,1995年11月,2.0,RC3階地下1階建,東京都世田谷区松原４-33-8,東急世田谷線,下高井戸,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71639032/,35.66287000000001,139.643655
クラッシィハウス等々力ブラン 7980万円（3LDK）,中古マンション,7980,70.48,3LDK,相談,2010年8月,2.0,RC6階建,東京都世田谷区等々力７,東急大井町線,尾山台,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70939361/,35.6148365,139.6560501
東急ドエルアルス学芸大学パークサイド 7980万円（3LDK）,中古マンション,7980,73.5,3LDK,即引渡可,1997年3月,1.0,RC4階建,東京都世田谷区駒沢３,東急東横線,学芸大学,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71723182/,35.6321692,139.6534992
上野毛パーク・ホームズアダージオ 7980万円（3LDK+S（納戸））,中古マンション,7980,63.33,3LDK+S（納戸）,2023年5月予定,2000年9月,5.0,RC8階地下1階建一部SRC,東京都世田谷区上野毛１-31-1,東急大井町線,上野毛,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70997805/,35.6147413,139.6392316
東急ドエルアルス学芸大学パークサイド 7980万円（3LDK）,中古マンション,7980,73.5,3LDK,即引渡可,1997年3月,1.0,RC4階建,東京都世田谷区野沢３-19-16,東急東横線,学芸大学,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71726053/,35.6319337,139.6761831
フォルスコート学芸大学 7980万円（2LDK+S（納戸））,中古マンション,7980,76.13,2LDK+S（納戸）,相談,1999年8月,3.0,RC7階建,東京都世田谷区野沢３,東急東横線,学芸大学,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71551744/,35.630562,139.6751861
セボン二子玉川園 7990万円（3LDK）,中古マンション,7990,94.66,3LDK,相談,2000年12月,1.0,RC2階地下1階建,東京都世田谷区岡本２,東急田園都市線,二子玉川,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97525029/,35.6217556,139.6190716
ディアナコート三軒茶屋 7990万円（1LDK）,中古マンション,7990,54.47,1LDK,相談,2021年5月,1.0,RC7階地下1階建,東京都世田谷区三軒茶屋２-24-8,東急田園都市線,三軒茶屋,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71242932/,35.6418294,139.6657967
セボン二子玉川園 7990万円（3LDK）,中古マンション,7990,94.66,3LDK,即引渡可,2000年12月,1.0,RC2階地下1階建,東京都世田谷区岡本２,東急田園都市線,二子玉川,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97613692/,35.6217556,139.6190716
パークハウス等々力一丁目～東急大井町線「尾山台」駅より徒歩11分、陽当たり良好！～ 8100万円（3LDK）,中古マンション,8100,75.5,3LDK,相談,2002年3月,2.0,RC4階建,東京都世田谷区等々力１,東急大井町線,尾山台,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71185125/,35.6025786,139.6483975
シティハウス世田谷桜丘 8180万円（3LDK）,中古マンション,8180,70.03,3LDK,相談,2008年7月,6.0,RC8階地下1階建,東京都世田谷区桜丘５,小田急線,千歳船橋,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70903688/,35.645207,139.6203463
グラーサ駒沢大学 8200万円（2LDK）,中古マンション,8200,61.44,2LDK,相談,2003年9月,14.0,SRC14階建,東京都世田谷区上馬１,東急田園都市線,駒沢大学,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70581206/,35.6383248,139.6688067
クレッセント芦花公園 6780万円（3LDK）,中古マンション,6780,75.35,3LDK,相談,2000年11月,3.0,RC7階建,東京都世田谷区南烏山３-23-2,京王線,芦花公園,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70345024/,35.6719786,139.6075604
パークコート学芸大学デュアルプレイス 8270万円（2LDK）,中古マンション,8270,61.33,2LDK,相談,2006年10月,1.0,RC4階地下1階建,東京都世田谷区下馬６,東急東横線,学芸大学,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71420948/,35.6298053,139.679014
蘆花公園ザ・レジデンス　フォレストコート 8280万円（2LDK+S（納戸））,中古マンション,8280,76.78,2LDK+S（納戸）,相談,2018年1月,1.0,RC9階建,東京都世田谷区粕谷２,京王線,芦花公園,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71499244/,35.664544,139.6114238
クラッシィハウス等々力ブラン 8380万円（3LDK）,中古マンション,8380,74.18,3LDK,即引渡可,2010年8月,3.0,RC6階建,東京都世田谷区等々力７,東急大井町線,尾山台,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71729770/,35.6148365,139.6560501
朝日マンション等々力 8380万円（3LDK）,中古マンション,8380,83.5,3LDK,2023年3月予定,1997年1月,3.0,RC4階建,東京都世田谷区等々力８,東急大井町線,等々力,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71616205/,35.6150799,139.6509483
赤堤テラス 8399万円（3LDK+S（納戸））,中古マンション,8399,105.84,3LDK+S（納戸）,即引渡可,1975年3月,3.0,RC4階建,東京都世田谷区赤堤５,京王線,桜上水,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71444897/,35.664495,139.6369204
専用庭付き♪ファミール明大前♪ 8480万円（3LDK）,中古マンション,8480,80.11,3LDK,相談,2000年3月,1.0,RC5階建,東京都世田谷区松原１,京王線,明大前,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71635129/,35.667411,139.6541369
ハイセレサ奥沢シティタワー 8480万円（2LDK）,中古マンション,8480,55.88,2LDK,相談,2002年2月,4.0,RC13階地下1階建,東京都世田谷区奥沢３,東急目黒線,奥沢,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71316634/,35.6013563,139.6739102
【マートルコート奥沢】弊社限定☆専有面積８２.２５m,中古マンション,8480,82.25,3LDK,相談,1984年4月,1.0,RC5階建,東京都世田谷区奥沢３,東急目黒線,奥沢,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71641619/,35.6013563,139.6739102
フューズ・コート１７５ 8680万円（2LDK+S（納戸））,中古マンション,8680,68.14,2LDK+S（納戸）,即引渡可,2004年12月,6.0,RC9階建,東京都世田谷区池尻４-28-21,東急田園都市線,池尻大橋,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71250201/,35.6543159,139.6774589
上馬フラワーホーム 8700万円（3LDK）,中古マンション,8700,124.91,3LDK,相談,1970年11月,7.0,RC8階建,東京都世田谷区上馬２,東急田園都市線,三軒茶屋,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70827170/,35.6379334,139.6649795
岡本レジデンス 8780万円（2LDK）,中古マンション,8780,88.5,2LDK,相談,2007年11月,2.0,RC5階建,東京都世田谷区岡本２,東急田園都市線,用賀,21,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97700215/,35.6217556,139.6190716
ペアパレス桜新町楠館 8790万円（4LDK）,中古マンション,8790,97.05,4LDK,相談,1983年2月,3.0,RC5階建,東京都世田谷区弦巻４,東急田園都市線,桜新町,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71701864/,35.6347517,139.6413835
クラッシィハウス下馬 8880万円（3LDK）,中古マンション,8880,77.35,3LDK,相談,2007年9月,2.0,RC5階地下2階建,東京都世田谷区下馬４,東急東横線,祐天寺,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71438045/,35.635543,139.679014
アトラス二子玉川園 8980万円（3LDK）,中古マンション,8980,63.81,3LDK,相談,1996年12月,3.0,RC5階建,東京都世田谷区玉川２,東急田園都市線,二子玉川,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70626117/,35.6127293,139.6279953
プレシス三軒茶屋 8980万円（2LDK）,中古マンション,8980,66.28,2LDK,相談,2018年11月,5.0,RC5階地下1階建,東京都世田谷区下馬３,東急田園都市線,三軒茶屋,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97648638/,35.6357867,139.6739102
～庭園のあるマンションに住まう～ザ・レジデンス千歳船橋グランエアレジデンス 8980万円（3LDK）,中古マンション,8980,85.59,3LDK,相談,2011年2月,1.0,RC10階建,東京都世田谷区船橋２,小田急線,千歳船橋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98118903/,35.6510603,139.6177969
イースタンホームズ若林 9000万円（3LDK）,中古マンション,9000,112.84,3LDK,相談,1982年12月,4.0,RC5階地下1階建,東京都世田谷区若林４,東急田園都市線,三軒茶屋,17,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71581041/,35.6458146,139.6560501
Ｄ’グランセ世田谷砧 9000万円（3LDK）,中古マンション,9000,94.16,3LDK,相談,2005年8月,2.0,RC5階建,東京都世田谷区砧５,小田急線,祖師ヶ谷大蔵,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71618037/,35.6371457,139.6088747
セボン池尻大橋 9080万円（3LDK）,中古マンション,9080,82.55,3LDK,相談,2002年7月,1.0,RC3階建,東京都世田谷区池尻３,東急田園都市線,池尻大橋,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71629874/,35.6501422,139.679652
東京テラスＩ棟 9280万円（3LDK）,中古マンション,9280,80.0,3LDK,相談,2005年10月,11.0,RC14階建,東京都世田谷区千歳台６,京王線,千歳烏山,18,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71536698/,35.657271,139.6076002
プラウド世田谷桜丘 9480万円（3LDK）,中古マンション,9480,88.01,3LDK,相談,2007年1月,1.0,RC4階地下1階建,東京都世田谷区桜丘１,小田急線,経堂,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71386344/,35.6429462,139.6318202
オープンレジデンシア用賀 9480万円（2LDK）,中古マンション,9480,66.14,2LDK,相談,2016年4月,5.0,RC5階地下1階建,東京都世田谷区用賀２,東急田園都市線,用賀,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71185072/,35.6268424,139.6388331
シティハウス二子玉川 9740万円（3LDK）,中古マンション,9740,70.91,3LDK,相談,2015年3月,1.0,RC5階地下1階建,東京都世田谷区玉川２,東急田園都市線,二子玉川,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71224230/,35.6127293,139.6279953
プラウド桜新町 9880万円（3LDK）,中古マンション,9880,75.82,3LDK,相談,2016年12月,2.0,RC8階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71629833/,35.6368497,139.6394707
シティハウス学芸大学 9970万円（2LDK）,中古マンション,9970,66.18,2LDK,相談,2004年6月,4.0,RC7階建,東京都世田谷区下馬６-19-4,東急東横線,学芸大学,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70390798/,35.628093,139.6776981
駒沢公園ヒルズ 9980万円（2LDK+S（納戸））,中古マンション,9980,93.3,2LDK+S（納戸）,相談,1997年3月,1.0,RC4階建,東京都世田谷区駒沢５,東急田園都市線,駒沢大学,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70613273/,35.6233819,139.6573257
コスモリヴェール世田谷弦巻II 9980万円（3LDK）,中古マンション,9980,150.02,3LDK,相談,1989年6月,1.0,RC3階地下1階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71494355/,35.6368497,139.6394707
ラグシスヒルズ三軒茶屋 9990万円（3LDK）,中古マンション,9990,68.05,3LDK,相談,2018年10月,3.0,RC3階地下1階建,東京都世田谷区三宿２,東急田園都市線,池尻大橋,13,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71495432/,35.6523625,139.6751861
喜多見城和ハイツ 1350万円（1DK）,中古マンション,1350,32.4,1DK,即引渡可,1977年8月,5.0,RC5階地下1階建,東京都世田谷区喜多見９,小田急線,喜多見,1,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71433425/,35.638418,139.5878492
バス停徒歩１分 空家 即入居可能 エアコン１台付～ワコー第７大蔵マンション～ 1780万円（1LDK）,中古マンション,1780,36.45,1LDK,即引渡可,1974年10月,1.0,RC5階建,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,14,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70940939/,35.6363926,139.6126983
砧プリンスマンション 1790万円（1LDK）,中古マンション,1790,35.33,1LDK,即引渡可,1976年8月,1.0,RC4階建,東京都世田谷区砧３-28-16,小田急線,祖師ヶ谷大蔵,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71378112/,35.6384408,139.6139132
上北沢第１コーポラス 2080万円（1LDK）,中古マンション,2080,39.96,1LDK,即引渡可,1969年7月,3.0,鉄骨8階建,東京都世田谷区上北沢４,京王線,八幡山,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70590070/,35.6696409,139.6219398
グリーンマンション駒沢 2080万円（ワンルーム）,中古マンション,2080,26.09,ワンルーム,相談,1978年5月,3.0,SRC10階建,東京都世田谷区駒沢２-16-4,東急田園都市線,駒沢大学,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71654046/,35.6315937,139.6576844
桜丘フラワーホーム 2199万円（1LDK）,中古マンション,2199,45.7,1LDK,即引渡可,1973年6月,2.0,RC4階建,東京都世田谷区桜丘４,小田急線,千歳船橋,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591444/,35.6404997,139.6228959
キャッスル世田谷 2480万円（1DK）,中古マンション,2480,30.24,1DK,即引渡可,1970年5月,4.0,SRC7階建,東京都世田谷区下馬２,東急田園都市線,三軒茶屋,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71568399/,35.6402547,139.676462
祐天寺コーポラス 2780万円（1LDK+S（納戸））,中古マンション,2780,48.8,1LDK+S（納戸）,即引渡可,1967年9月,4.0,鉄骨5階建,東京都世田谷区下馬４-29-5,東急東横線,祐天寺,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71514567/,35.6373301,139.6817655
三軒茶屋ターミナルビル 2780万円（2LDK）,中古マンション,2780,54.92,2LDK,相談,1965年9月,5.0,SRC10階建,東京都世田谷区三軒茶屋１,東急田園都市線,三軒茶屋,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71674016/,35.640498,139.6713584
シャンボール上北沢 2799万円（1LDK）,中古マンション,2799,40.5,1LDK,即引渡可,1970年10月,3.0,RC8階建,東京都世田谷区上北沢４,京王線,上北沢,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71591950/,35.6696409,139.6219398
野沢サマリヤマンション 2980万円（2LDK）,中古マンション,2980,48.6,2LDK,相談,1972年7月,11.0,SRC13階建,東京都世田谷区野沢２,東急田園都市線,駒沢大学,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71640420/,35.6336135,139.6713584
スカイコート明大前第2 2998万円（1LDK）,中古マンション,2998,30.74,1LDK,相談,1988年12月,9.0,SRC11階建,東京都世田谷区松原１-54-8,京王線,明大前,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71635041/,35.6704746,139.6539575
ハイツ池ノ上 3180万円（2LDK）,中古マンション,3180,50.44,2LDK,即引渡可,1965年11月,4.0,SRC7階地下1階建,東京都世田谷区代沢１-27-1,京王井の頭線,池ノ上,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71646861/,35.65538859999999,139.6754453
シャンボール弦巻 3180万円（1LDK）,中古マンション,3180,35.37,1LDK,相談,1977年10月,2.0,RC5階建,東京都世田谷区弦巻２-9-5,東急世田谷線,世田谷,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71198102/,35.6360779,139.6538579
