name,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude
オープンプレイス代田橋アクセス,新築一戸建て,6780万円～6880万円,6780,6880.0,103.28m～107.02m,103.28,107.02,84.42m～92.66m,84.42,92.66,2LDK+S（納戸）～2LDK+2S（納戸）,2LDK+S,2LDK+2S,2023年8月予定,2023年7月予定,,木造　地上2階,東京都世田谷区羽根木２,京王線,代田橋,,,5,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71057004/,35.6669737,139.6573257
上祖師谷５（仙川駅） 3980万円,中古一戸建て,3980万円,3980,3980.0,93.11m（登記）,93.11,93.11,72.63m、路地状部分：7m含,72.63,72.63,4DK+S（納戸）,4DK+S,4DK+S,相談,1991年6月,,木造3階建,東京都世田谷区上祖師谷５,京王線,仙川,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70215038/,35.6568388,139.5923085
住友林業の分譲住宅『フォレストガーデン世田谷等々力』,新築一戸建て,1億990万円～1億5300万円,10990,15300.0,92.94m～109.54m,92.94,109.54,95m～107.24m,95.0,107.24,3LDK～5LDK,3LDK,5LDK,2023年4月下旬予定,2022年12月下旬,,木造軸組工法（MB構法）2階建,東京都世田谷区等々力７-46番24号 他（地番）,東急大井町線,尾山台,,,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70615877/,35.6100145,139.6593985
住友林業の分譲住宅『フォレストガーデン二子玉川』,新築一戸建て,1億1300万円～1億2300万円,11300,12300.0,99.82m～103.07m,99.82,103.07,108.42m～114.73m,108.42,114.73,3LDK・4LDK,3LDK,4LDK,2023年4月下旬予定,2022年8月上旬,,木造軸組工法（MB構法）2階建,東京都世田谷区岡本２-574-1番他（地番）,東急田園都市線,二子玉川,,,19,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_97929458/,35.6217556,139.6190716
コモンステージ上用賀【積水ハウス】,新築一戸建て,1億4460万円～1億7910万円,14460,17910.0,102.95m～114.67m（31.14坪～34.68坪）,102.95,114.67,101.6m～120.02m（30.73坪～36.30坪）,101.6,120.02,3LDK,3LDK,3LDK,2023年2月,2023年1月,,軽量鉄骨2階建(7戸),東京都世田谷区上用賀６-93番11他,東急田園都市線,用賀,,,17,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70467440/,35.635792,139.6254456
グローイングスクエア世田谷千歳台グランデ　第2期,新築一戸建て,未定,未定,,90.67m～93.57m（27.42坪～28.30坪）,90.67,93.57,92.89m～101.09m（28.09坪～30.57坪）（実測）,92.89,101.09,2LDK・3LDK※3・4LDKに変更可（有償）,2LDK,3LDK,2023年3月予定,2022年12月中旬,,木造2階建て　軸組(在来)工法 スレート葺,東京都世田谷区千歳台２-692-3他（地番）,小田急線,祖師ヶ谷大蔵,,,16,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70961966/,35.650786,139.6114238
経堂プロジェクト2区画／全3区画,建築条件付土地,5380万円・5680万円,5380,5680.0,,,,70m・72.83m（21.17坪・22.03坪）（実測）,70.0,72.83,,,,,,,,東京都世田谷区船橋５,小田急線,経堂,,,17,https://suumo.jp/tochi/tokyo/sc_setagaya/nc_71281497/,35.6558011,139.6267204
野村不動産　プラウドシーズン二子玉川ヒルサイドステージ,新築一戸建て,未定,未定,,101m～138.17m,101.0,138.17,103.88m～120.1m,103.88,120.1,1LDK+2S（納戸）～4LDK,1LDK+2S,4LDK,2023年6月中旬予定,2023年2月上旬,,木造2階建（２×４工法）※ST6のみ3階建,東京都世田谷区瀬田２丁目８５７－７他（地番）,東急田園都市線,二子玉川,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71093865/,35.6169555,139.6355588
LIST GARDEN　下北沢,新築一戸建て,1億990万円・1億3990万円,10990,13990.0,107.16m・111.78m,107.16,111.78,97.27m・97.85m,97.27,97.85,2LDK+S（納戸）・3LDK,2LDK+S,3LDK,即引渡可,2022年10月,,-,東京都世田谷区大原１,小田急線,下北沢,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70739390/,35.6692227,139.6643416
▽BASE奥沢１▽ 悠久の杜「奥沢」エリア、上質な寛ぎを追求した至高の邸宅,新築一戸建て,1億3000万円～1億6000万円台（予定）,13000,16000.0,83.11m・131.1m（実測）,83.11,131.1,82.64m・82.65m,82.64,82.65,2LDK+S（納戸）～4LDK+S（納戸）,2LDK+S,4LDK+S,相談,契約後10ヶ月,,木造2階建、木・RC造2階・地下1階建,東京都世田谷区奥沢１,東急大井町線,緑が丘,,,5,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70781695/,35.60091600000001,139.6771
世田谷区八幡山の家,新築一戸建て,5180万円,5180,5180.0,48.6m,48.6,48.6,61.15m,61.15,61.15,2LDK,2LDK,2LDK,2023年7月予定,2023年6月予定,,木造　地上2階,東京都世田谷区八幡山３,京王線,八幡山,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71575814/,35.6657684,139.6158849
鎌田2丁目　新築全2棟現場,新築一戸建て,5880万円～5980万円,5880,5980.0,90.62m～96.93m（27.41坪～29.32坪）,90.62,96.93,70.26m～70.35m（21.25坪～21.28坪）（実測）,70.26,70.35,3LDK,3LDK,3LDK,即引渡可,2022年12月,,木造3階建,東京都世田谷区鎌田２,東急田園都市線,二子玉川,砧本村,10,2,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71250268/,35.6186757,139.6114238
世田谷区喜多見3丁目　新築分譲住宅　全3棟　最終2棟,新築一戸建て,5980万円・6380万円,5980,6380.0,91.08m・94.6m（実測）,91.08,94.6,119.5m・136.18m（実測）,119.5,136.18,3LDK+2S（納戸）・4LDK,3LDK+2S,4LDK,2023年6月末予定,2023年6月末予定,,木造2階建,東京都世田谷区喜多見３,小田急線,喜多見,,,23,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71058451/,35.62552400000001,139.5999539
～世田谷区大蔵5丁目～　最終1棟,新築一戸建て,5990万円,5990,5990.0,88.6m,88.6,88.6,115.53m,115.53,115.53,4LDK,4LDK,4LDK,即引渡可,2022年12月,,木造2階建,東京都世田谷区大蔵５,小田急線,成城学園前,,,23,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71329663/,35.6286048,139.6076002
～ハートフルタウン～世田谷大蔵5丁目～全4棟！今回販売1棟,新築一戸建て,5990万円,5990,5990.0,88.6m,88.6,88.6,115.53m（実測）,115.53,115.53,4LDK,4LDK,4LDK,即引渡可,2022年12月中旬,,木造サイディング貼アスファルトシングル葺2階建て,東京都世田谷区大蔵５-22-10,小田急線,成城学園前,,,23,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71468479/,35.6282098,139.6066643
世田谷区宇奈根1丁目12-6　新築分譲住宅　全2棟　最終1棟,新築一戸建て,6080万円,6080,6080.0,90.26m（実測）,90.26,90.26,113.01m（実測）,113.01,113.01,4LDK,4LDK,4LDK,即引渡可,2022年9月下旬,,木造2階建,東京都世田谷区宇奈根１-12-6,東急田園都市線,二子玉川,砧本村,13,6,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71483923/,35.6194501,139.60536
～世田谷宇奈根1丁目　2期～　　最終1棟,新築一戸建て,6080万円,6080,6080.0,90.26m,90.26,90.26,113.01m,113.01,113.01,4LDK,4LDK,4LDK,即引渡可,2022年9月下旬,,木造2階建,東京都世田谷区宇奈根１,東急田園都市線,二子玉川,砧本村,13,6,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_98521889/,35.6203799,139.6056885
喜多見５丁目　新築分譲住宅　最終1棟,新築一戸建て,6190万円,6190,6190.0,86.12m（26.05坪）（登記）,86.12,86.12,106.97m（32.35坪）（登記）,106.97,106.97,3LDK,3LDK,3LDK,2023年3月末予定,2023年3月末予定,,木造2階建て,東京都世田谷区喜多見５,小田急線,成城学園前,,,19,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70422654/,35.6283311,139.6012282
ALAMODO Specialty　【大幅価格変更!!】世田谷区祖師谷３丁目　駅10分　最終1棟！,新築一戸建て,6280万円,6280,6280.0,72.79m,72.79,72.79,88.13m,88.13,88.13,3LDK,3LDK,3LDK,即引渡可,2022年8月初旬,,木造2階建（軸組工法）,東京都世田谷区祖師谷３-47,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71367517/,35.64644920000001,139.6045734
オープンプレイス田園調布コンフォート,新築一戸建て,6380万円,6380,6380.0,77.42m,77.42,77.42,100.28m,100.28,100.28,2LDK+S（納戸）,2LDK+S,2LDK+S,2023年8月予定,2023年7月予定,,木造　地上2階,東京都世田谷区玉堤１,東急東横線,田園調布,,,16,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71114309/,35.5975486,139.651586
【17.6帖の広々LDK】～大型4LDK～世田谷区宇奈根1丁目　新築分譲住宅　全1棟,新築一戸建て,6388万円,6388,6388.0,87.2m（26.37坪）,87.2,87.2,109.06m（32.99坪）,109.06,109.06,4LDK,4LDK,4LDK,即引渡可,2022年12月,,木造2階建,東京都世田谷区宇奈根１-8-8,東急田園都市線,二子玉川,砧本村,14,9,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71736225/,35.6197593,139.6038367
三軒茶屋駅徒歩7分　上馬1丁目リフォーム済戸建,中古一戸建て,4300万円,4300,4300.0,57.95m（登記）,57.95,57.95,49.87m（登記）,49.87,49.87,3DKK,3DKK,3DKK,相談,1977年5月,,木造2階建,東京都世田谷区上馬１,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71765348/,35.6383248,139.6688067
世田谷区上馬　中古戸建,中古一戸建て,4300万円,4300,4300.0,57.95m（登記）、賃貸付住宅（賃貸部分25.25m）,57.95,57.95,49.87m（登記）,49.87,49.87,2DK,2DK,2DK,相談,1977年5月,,木造2階建,東京都世田谷区上馬１,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71755780/,35.6383248,139.6688067
京王線『八幡山』駅徒歩７分　３ＬＤＫ車庫付住宅  ,中古一戸建て,4880万円,4880,4880.0,76.78m,76.78,76.78,52.68m（登記）,52.68,52.68,3LDK,3LDK,3LDK,即引渡可,2004年11月,,木造3階建,東京都世田谷区上北沢５,京王線,八幡山,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70732591/,35.672844,139.6177969
【売戸建】世田谷区深沢６　☆週末現地販売開催中☆,中古一戸建て,4980万円,4980,4980.0,78.61m（23.77坪）,78.61,78.61,50.26m（15.20坪）,50.26,50.26,2LDK+S（納戸）,2LDK+S,2LDK+S,相談,1999年3月,,木造2階地下1階建,東京都世田谷区深沢６,東急田園都市線,駒沢大学,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71757180/,35.6236249,139.6522237
世田谷区大蔵　中古戸建,中古一戸建て,5480万円,5480,5480.0,73.98m（登記）,73.98,73.98,44.56m（登記）,44.56,44.56,3LDK,3LDK,3LDK,相談,2003年6月,,木造3階建,東京都世田谷区大蔵１,小田急線,祖師ヶ谷大蔵,,,18,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71715308/,35.634252,139.6216211
世田谷区北烏山２丁目戸建て,中古一戸建て,5480万円,5480,5480.0,83.94m（25.39坪）（登記）,83.94,83.94,60m（18.14坪）（登記）,60.0,60.0,2LDK+2S（納戸）,2LDK+2S,2LDK+2S,相談,2016年7月,,木造3階建,東京都世田谷区北烏山２,京王井の頭線,久我山,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71501423/,35.6805529,139.5999539
オープンセレクション北烏山,中古一戸建て,5730万円,5730,5730.0,87.03m,87.03,87.03,84.69m,84.69,84.69,2LDK+S（納戸）,2LDK+S,2LDK+S,相談,2020年6月,,木造　地上2階,東京都世田谷区北烏山７,京王井の頭線,久我山,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70568649/,35.68039390000001,139.5910344
鎌田２（二子玉川駅） 5900万円,中古一戸建て,5900万円,5900,5900.0,81m,81.0,81.0,94.11m,94.11,94.11,2LDK+S（納戸）,2LDK+S,2LDK+S,相談,2020年4月,,木造2階建,東京都世田谷区鎌田２,東急田園都市線,二子玉川,,,23,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71408097/,35.6186757,139.6114238
鎌田２ 5900万円,中古一戸建て,5900万円,5900,5900.0,81m,81.0,81.0,94.11m,94.11,94.11,3LDK,3LDK,3LDK,相談,2020年4月,,木造2階建,東京都世田谷区鎌田２,東急田園都市線,二子玉川,砧本村,13,6,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71551464/,35.6186757,139.6114238
大蔵5丁目　中古戸建,中古一戸建て,5980万円,5980,5980.0,101.91m,101.91,101.91,101.5m,101.5,101.5,2LDK,2LDK,2LDK,相談,2003年12月,,木造3階建,東京都世田谷区大蔵５,小田急線,成城学園前,,,22,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70775554/,35.6286048,139.6076002
世田谷区砧七丁目　中古戸建,中古一戸建て,6480万円,6480,6480.0,83.19m（25.16坪）（登記）,83.19,83.19,87.6m（26.49坪）（登記）,87.6,87.6,1LDK+S（納戸）,1LDK+S,1LDK+S,相談,2016年8月,,木造2階建,東京都世田谷区砧７,小田急線,祖師ヶ谷大蔵,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71396486/,35.6361188,139.6063258
♪予約制内覧会受付中♪◆フルリノベーション中古戸建◆,中古一戸建て,6499万円,6499,6499.0,51.75m,51.75,51.75,53.42m,53.42,53.42,1LDK,1LDK,1LDK,即引渡可,2005年7月,,木造2階建,東京都世田谷区松原３,京王線,下高井戸,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70659120/,35.6655983,139.6439339
世田谷区松原　中古戸建,中古一戸建て,6499万円,6499,6499.0,53.42m,53.42,53.42,51.75m,51.75,51.75,1LDK,1LDK,1LDK,相談,2005年7月,,木造2階建,東京都世田谷区松原３,京王線,下高井戸,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70770952/,35.6655983,139.6439339
世田谷区宇奈根2丁目　戸建,中古一戸建て,6880万円,6880,6880.0,102.46m（30.99坪）,102.46,102.46,134.82m（40.78坪）,134.82,134.82,3LDK,3LDK,3LDK,即引渡可,2014年12月,,木造2階建,東京都世田谷区宇奈根２,小田急線,成城学園前,,,32,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71606216/,35.62062,139.600591
世田谷区上祖師谷2丁目,中古一戸建て,6880万円,6880,6880.0,79.49m,79.49,79.49,102.68m,102.68,102.68,3LDK,3LDK,3LDK,相談,2017年3月,,木造2階建,東京都世田谷区上祖師谷２,京王線,千歳烏山,,,17,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71645865/,35.6599211,139.5999539
【２０１４年築】北・西角地 ４０坪超♪３LDK+P２台,中古一戸建て,6880万円,6880,6880.0,102.46m（30.99坪）,102.46,102.46,134.82m（40.78坪）,134.82,134.82,3LDK,3LDK,3LDK,相談,2014年12月,,木造2階建,東京都世田谷区宇奈根２,小田急線,成城学園前,,,28,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71757471/,35.62062,139.600591
「住んでよし、訪れてよし」世田谷　上北沢中古戸建,中古一戸建て,6980万円,6980,6980.0,85.68m（登記）,85.68,85.68,86.38m（登記）,86.38,86.38,3LDK+S（納戸）,3LDK+S,3LDK+S,相談,2005年7月,,木造2階建,東京都世田谷区上北沢５,京王線,八幡山,,,9,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71754638/,35.672844,139.6177969
上北沢５（八幡山駅） 6980万円,中古一戸建て,6980万円,6980,6980.0,85.68m,85.68,85.68,86.38m（登記）,86.38,86.38,3LDK+S（納戸）,3LDK+S,3LDK+S,即引渡可,2005年7月,,木造2階建,東京都世田谷区上北沢５,京王線,八幡山,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71763083/,35.672844,139.6177969
♪ご見学予約受付中♪◆2005年築のリノベーション戸建て◆,中古一戸建て,6980万円,6980,6980.0,85.68m（実測）,85.68,85.68,86.5m（実測）,86.5,86.5,3LDK+S（納戸）,3LDK+S,3LDK+S,相談,2005年7月,,木造2階建,東京都世田谷区上北沢５,京王線,八幡山,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71754314/,35.672844,139.6177969
オープンライブス三軒茶屋アベニュー,新築一戸建て,6480万円・7280万円,6480,7280.0,75.6m・92.71m,75.6,92.71,60.04m・76.3m,60.04,76.3,1LDK+2S（納戸）,1LDK+2S,1LDK+2S,2023年8月予定,2023年7月予定,,木造　地上3階,東京都世田谷区代沢４,東急田園都市線,三軒茶屋,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71669519/,35.6527263,139.667531
祖師ヶ谷大蔵駅　世田谷区祖師谷3丁目　新築一戸建て,新築一戸建て,6680万円,6680,6680.0,72.79m（22.01坪）（登記）,72.79,72.79,88.13m（26.65坪）（登記）,88.13,88.13,2LDK+S（納戸）,2LDK+S,2LDK+S,即引渡可,2022年11月,,木造2階建,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71606782/,35.6447785,139.6050513
【駐車2台可能】～南道路に面した陽当たりの良い立地～☆新築4邸☆世田谷区宇奈根2丁目,新築一戸建て,6680万円～7080万円,6680,7080.0,94.4m・101.86m（28.55坪・30.81坪）,94.4,101.86,118.42m～130.83m（35.82坪～39.57坪）,118.42,130.83,2LDK+2S（納戸）・4LDK,2LDK+2S,4LDK,2023年3月予定,2023年3月初旬予定,,木造2階建,東京都世田谷区宇奈根２,東急田園都市線,二子玉川,鎌田,9,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71736286/,35.62062,139.600591
♪予約制内覧会開催中♪◆桜丘　新築戸建　最終１棟◆,新築一戸建て,6680万円,6680,6680.0,111.79m,111.79,111.79,104.53m,104.53,104.53,3LDK,3LDK,3LDK,即引渡可,2022年7月末,,-,東京都世田谷区桜丘４,小田急線,千歳船橋,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71177695/,35.6404997,139.6228959
世田谷区桜丘４丁目・新築一戸建て,新築一戸建て,6680万円,6680,6680.0,111.79m,111.79,111.79,104.53m,104.53,104.53,4LDK,4LDK,4LDK,即引渡可,2022年4月,,木造2階建,東京都世田谷区桜丘４,小田急線,千歳船橋,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71056147/,35.6404997,139.6228959
～世田谷区給田1丁目　21‐1期～　全1棟,新築一戸建て,6680万円,6680,6680.0,61.26m,61.26,61.26,76.97m,76.97,76.97,3LDK,3LDK,3LDK,2023年3月予定,2023年3月,,木造2階建,東京都世田谷区給田１,京王線,千歳烏山,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71129214/,35.6625701,139.5923085
♪予約制内覧会開催中♪◆上北沢の新築戸建◆,新築一戸建て,6780万円,6780,6780.0,78.82m（実測）、サイクルガレージ付住宅（サイクルガレージ部分15.11m）,78.82,78.82,63.01m（実測）,63.01,63.01,2LDK+S（納戸）,2LDK+S,2LDK+S,2023年6月予定,2023年5月,,木造3階建,東京都世田谷区上北沢１,京王線,桜上水,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71754469/,35.6621675,139.6254456
世田谷区松原1丁目　新築分譲住宅　全1棟,新築一戸建て,6780万円,6780,6780.0,82.71m（実測）,82.71,82.71,40.95m（実測）,40.95,40.95,2LDK+S（納戸）,2LDK+S,2LDK+S,即引渡可,2022年12月初旬,,木造3階建,東京都世田谷区松原１,京王線,代田橋,,,3,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71059105/,35.667411,139.6541369
♪予約制内覧会開催中♪◆価格改定　松原の新築戸建◆,新築一戸建て,6780万円,6780,6780.0,82.71m（実測）,82.71,82.71,40.95m（実測）,40.95,40.95,2LDK+S（納戸）,2LDK+S,2LDK+S,即引渡可,2023年1月,,木造3階建,東京都世田谷区松原１,京王線,明大前,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71661751/,35.667411,139.6541369
今春完成♪２LDK+P１台♪サイクルガレージ・ルーフバルコニー♪日当たり良好,新築一戸建て,6780万円,6780,6780.0,78.82m（23.84坪）,78.82,78.82,63.01m（19.06坪）,63.01,63.01,2LDK,2LDK,2LDK,相談,2023年5月上旬予定,,-,東京都世田谷区上北沢１,京王線,桜上水,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71746720/,35.6621675,139.6254456
世田谷区松原1丁目　新築一戸建,新築一戸建て,6780万円,6780,6780.0,82.71m,82.71,82.71,40.95m,40.95,40.95,3LDK,3LDK,3LDK,契約後1ヶ月,2022年12月,,木造3階建,東京都世田谷区松原１,京王線,代田橋,,,3,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71380757/,35.667411,139.6541369
世田谷区中町４丁目　新築分譲住宅,新築一戸建て,6780万円,6780,6780.0,60.02m（実測）,60.02,60.02,47.46m（実測）,47.46,47.46,1LDK+S（納戸）,1LDK+S,1LDK+S,2023年3月予定,2023年3月,,木造2階建,東京都世田谷区中町４,東急大井町線,上野毛,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71193868/,35.6177391,139.6432963
世田谷区宇奈根２丁目　新築分譲住宅≪全４棟≫,新築一戸建て,6880万円～7280万円,6880,7280.0,94.4m・101.86m,94.4,101.86,118.42m～130.83m,118.42,130.83,2LDK+2S（納戸）・4LDK,2LDK+2S,4LDK,2023年3月末予定,2023年3月末予定,,木造2階建,東京都世田谷区宇奈根２-17,東急田園都市線,二子玉川,鎌田,9,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71116422/,35.6221711,139.6026618
ミラスモシリーズ世田谷区宇奈根第5期,新築一戸建て,6880万円～7280万円,6880,7280.0,94.4m～101.86m,94.4,101.86,118.47m～129.72m,118.47,129.72,2LDK+S（納戸）～4LDK,2LDK+S,4LDK,2023年4月予定,2023年3月予定,,木造　地上2階,東京都世田谷区宇奈根２,東急田園都市線,二子玉川,鎌田,15,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71721333/,35.62062,139.600591
世田谷区宇奈根2丁目　全2棟　新築分譲住宅,新築一戸建て,6890万円,6890,6890.0,99.36m,99.36,99.36,114.88m,114.88,114.88,4LDK,4LDK,4LDK,2023年2月,2023年2月予定,,-,東京都世田谷区宇奈根２-10,小田急線,狛江,宇奈根地区会館,16,5,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70335931/,35.6205792,139.6029804
～世田谷区喜多見4丁目　第2～　全1棟,新築一戸建て,6980万円,6980,6980.0,87.48m,87.48,87.48,132.29m,132.29,132.29,4LDK,4LDK,4LDK,2023年4月予定,2023年4月,,木造2階建,東京都世田谷区喜多見４,小田急線,喜多見,,,21,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71068726/,35.6280569,139.5948569
【新築戸建　完成済み】世田谷区上祖師谷　４LDK+駐車１台　リビング１９．４帖,新築一戸建て,6980万円,6980,6980.0,90.01m（27.22坪）,90.01,90.01,90.87m（27.48坪）,90.87,90.87,3LDK,3LDK,3LDK,相談,2022年12月,,木造2階建,東京都世田谷区上祖師谷２,京王線,千歳烏山,,,17,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71757545/,35.6599211,139.5999539
♪予約制内覧会開催中♪◆最終１棟　豪徳寺　新築戸建◆,新築一戸建て,7180万円,7180,7180.0,105.53m（登記）,105.53,105.53,52.74m（実測）,52.74,52.74,3LDK,3LDK,3LDK,即引渡可,2022年10月末,,-,東京都世田谷区豪徳寺１,小田急線,豪徳寺,,,3,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71189501/,35.6530591,139.6483975
豪徳寺1丁目新築戸建て（借地権付）,新築一戸建て,7180万円,7180,7180.0,105.53m（31.92坪）（実測）,105.53,105.53,52.74m（15.95坪）（実測）,52.74,52.74,4LDK,4LDK,4LDK,即引渡可,2022年10月末,,木造3階建、木造3階建,東京都世田谷区豪徳寺１-47-7,小田急線,豪徳寺,,,4,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_98181123/,35.65571449999999,139.6484274
オープンプレイス桜プレシャス,新築一戸建て,7280万円,7280,7280.0,61.48m,61.48,61.48,76.78m,76.78,76.78,1LDK+2S（納戸）,1LDK+2S,1LDK+2S,2023年9月予定,2023年8月予定,,木造　地上2階,東京都世田谷区桜２,東急世田谷線,宮の坂,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71245478/,35.6438523,139.6369204
【２００５年築・３階建】リビング+３部屋+納戸+駐車場,中古一戸建て,6980万円,6980,6980.0,85.68m（25.91坪）,85.68,85.68,86.5m（26.16坪）,86.5,86.5,3LDK+S（納戸）,3LDK+S,3LDK+S,相談,2005年7月,,木造2階建,東京都世田谷区上北沢５,京王線,八幡山,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71754580/,35.672844,139.6177969
２０１１年築リフォーム中古戸建　３ＬＤＫ＋車１　建物９０m,中古一戸建て,6980万円,6980,6980.0,90.04m（27.23坪）,90.04,90.04,59.39m（17.96坪）,59.39,59.39,3LDK,3LDK,3LDK,即引渡可,2011年4月,,木造3階建,東京都世田谷区岡本１,東急田園都市線,用賀,,,19,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71757192/,35.6257099,139.6203463
砧公園のほとり　すぐにお住まいになれるリフォーム住宅,中古一戸建て,6980万円,6980,6980.0,90.04m,90.04,90.04,59.39m,59.39,59.39,3LDK,3LDK,3LDK,相談,2011年4月,,木造3階建,東京都世田谷区岡本１,東急田園都市線,用賀,,,21,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71499811/,35.6257099,139.6203463
世田谷区上北沢5丁目　戸建,中古一戸建て,6980万円,6980,6980.0,85.68m,85.68,85.68,86.38m,86.38,86.38,3LDK+S（納戸）,3LDK+S,3LDK+S,相談,2005年7月,,木造2階建,東京都世田谷区上北沢５,京王線,八幡山,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71749631/,35.672844,139.6177969
世田谷区弦巻の家,中古一戸建て,6980万円,6980,6980.0,85.97m,85.97,85.97,49.12m,49.12,49.12,1LDK+2S（納戸）,1LDK+2S,1LDK+2S,相談,2012年1月,,木造一部RC造　地上2階　地下1階（一部）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,13,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71619528/,35.6368497,139.6394707
世田谷区弦巻5丁目　中古戸建て,中古一戸建て,6980万円,6980,6980.0,79.17m（23.94坪）、うち地下室22.66m、１階車庫4.12m,79.17,79.17,50m（15.12坪）（登記）,50.0,50.0,2LDK+S（納戸）,2LDK+S,2LDK+S,相談,2003年11月,,木造2階地下1階建,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71404455/,35.6368497,139.6394707
